James Cameron ;Sam Worthington;Zoe Saldana;Sigourney Weaver;Stephen Lang;Michelle Rodriguez;Giovanni Ribisi;Joel David Moore;CCH Pounder;Wes Studi;Laz Alonso;Dileep Rao;Matt Gerald;Sean Anthony Moran;Jason Whyte;Scott Lawrence;Kelly Kilgour;James Patrick Pitt;Sean Patrick Murphy;Peter Dillon;Kevin Dorman;Kelson Henderson;David Van Horn;Jacob Tomuri;Michael Blain-Rozgay;Jon Curry;Julene Renee;Luke Hawker;Woody Schultz;Peter Mensah;Sonia Yee;Jahnel Curfman;Ilram Choi;Kyla Warren;Lisa Roumain;Debra Wilson;Taylor Kibby;Jodie Landau;Chris Mala;Julie Lamm;Cullen B. Madden;Joseph Brady Madden;Frankie Torres;Austin Wilson;Sara Wilson;Tamica Washington-Miller;Lucy Briant;Nathan Meister;Gerry Blair;Matthew Chamberlain;Paul Yates;Wray Wilson;James Gaylyn;Melvin Leno Clark III;Carvon Futrell;Brandon Jelkes;Micah Moch;Hanniyah Muhammad;Christopher Nolen;Christa Oliver;April Marie Thomas;Bravita A. Threatt;Colin Bleasdale;Mike Bodnar;Matt Clayton;Nicole Dionne;Jamie Harrison;Allan Henry;Anthony Ingruber;Ashley Jeffery;Dean Knowsley;Joseph Mika-Hunt;Terry Notary;Kai Pantano;Logan Pithyou;Stuart Pollock;Raja;Gareth Ruck;Rhian Sheehan;T.J. Storm;Jodie Taylor;Alicia Vela-Bailey;Richard Whiteside;Nikie Zambo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven Spielberg ;Tom Hanks;Tom Sizemore;Edward Burns;Barry Pepper;Adam Goldberg;Vin Diesel;Giovanni Ribisi;Jeremy Davies;Matt Damon;Ted Danson;Paul Giamatti;Dennis Farina;Joerg Stadler;Max Martini;Dylan Bruno;Daniel Cerqueira;Demetri Goritsas;Ian Porter;Gary Sefton;Julian Spencer;Steve Griffin;William Marsh;Marc Cass;Markus Napier;Neil Finnighan;Peter Miles;Paul Garcia;Seamus McQuade;Ronald Longridge;Adam Shaw;Rolf Saxon;Corey Johnson;Loclann Aiken;John Barnett;Maclean Burke;Victor Burke;Aiden Condron;Paschal Friel;Shane Hagan;Paul Hickey;Shane Johnson;Laird Macintosh;Brian Maynard;Martin McDougall;Mark Phillips;Lee Aaron Rosen;Andrew Scott;Matthew Sharp;Vincent Walsh;Grahame Wood;John Sharian;Glenn Wrage;Crofton Hardester;Martin Hub;Raffaello Degruttola;Nigel Whitmey;Sam Ellis;Erich Redman;Tilo Keiner;Stephan Grothgar;Stephane Cornicard;Michelle Evans;Martin Beaton;Anna Maguire;Nathan Fillion;Leland Orser;Michael Mantas;David Vegh;Ryan Hurst;Nick Brooks;Sam Scudder;John Walters;Dorothy Grumbar;James Innes-Smith;Harve Presnell;Dale Dye;Bryan Cranston;David Wohl;Eric Loren;Valerie Colgan;Amanda Boxer;Harrison Young;Kathleen Byron;Rob Freeman;Thomas Gizbert;John de Lancie;James Embree;Declan Geraghty;Taylor Murphy;Abbe Muschallik;Nina Muschallik;Paul Sacks;Mac Steinmeier;Vincent Ventresca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
John Woo ;Tom Cruise;Dougray Scott;Thandie Newton;Ving Rhames;Richard Roxburgh;John Polson;Brendan Gleeson;Rade Serbedzija;William Mapother;Dominic Purcell;Mathew Wilkinson;Nicholas Bell;Cristina Brogeras;Kee Chan;Kim Fleming;Alan Lovell;Dan Luxton;Christian Manon;Karl McMillan;Lester Morris;Kelly Ons;Nicholas Papademetriou;Brett Partridge;Candice Partridge;Natalie Reis;Daniel Roberts;Adriana Rodríguez;Sandra Rodríguez;Nada Rogic;Antonio Vargas;Alison Araya;Mark Connolly;Anthony Hopkins;Patrick Marber;William Morts;Tory Mussett;Paul Roget;Shant Sarkissian;Darren Dupree Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mark Osborne ;Jack Black;Dustin Hoffman;Angelina Jolie;Ian McShane;Jackie Chan;Seth Rogen;Lucy Liu;David Cross;Randall Duk Kim;James Hong;Dan Fogler;Michael Clarke Duncan;Wayne Knight;Kyle Gass;JR Reed;Laura Kightlinger;Tanya Haden;Stephen Kearin;Mark Osborne;John Stevenson;Jeremy Shipp;Melissa Cobb;Kent Osborne;Emily Robison;Stephanie Harvey;Riley Osborne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bryan Singer ;Patrick Stewart;Hugh Jackman;Ian McKellen;Halle Berry;Famke Janssen;James Marsden;Anna Paquin;Rebecca Romijn;Brian Cox;Alan Cumming;Bruce Davison;Aaron Stanford;Shawn Ashmore;Kelly Hu;Katie Stuart;Kea Wong;Cotter Smith;Chiara Zanni;Jackie A. Greenbank;Michael Soltis;Michael David Simms;David Fabrizio;Roger R. Cross;Richard Bradshaw;Bryce Hodgson;Glen Curtis;Greg Rikaart;Shauna Kain;Ty Olsson;Alfonso Quijada;Rene Quijada;Brad Loree;Sheri G. Feldman;Connor Widdows;Daniel Cudmore;Peter Wingfield;Charles Siegel;Steve Bacic;Michael Reid MacKay;James Kirk;Jill Teed;Alf Humphreys;Michasha Armstrong;Robert Hayley;Mark Lukyn;Kendall Cross;Keely Purvis;Dylan Kussman;Jason Whitmer;Aaron Pearl;Aaron Douglas;Colin Lawrence;Richard C. Burton;Michael Joycelyn;Nolan Gerard Funk;Devin Douglas Drewitz;Jermaine Lopez;Sideah Alladice;Kurt Max Runte;Benjamin Glenday;Lori Stewart;Ted Friend;Mi-Jung Lee;Marrett Green;Jill Krop;Brian Peck;Layke Anderson;Emily Hirst;David Kaye;Blake Mawson;Darren McGuire;Mike Mitchell;Jade Ramsey;Nikita Ramsey;Newton Thomas Sigel;Bryan Singer;Valerie Tian;Shaina Tianne Unger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chris Renaud ;Danny DeVito;Ed Helms;Zac Efron;Taylor Swift;Betty White;Rob Riggle;Jenny Slate;Nasim Pedrad;Joel Swetow;Michael Beattie;Dave B. Mitchell;Dempsey Pappion;Elmarie Wendel;Danny Cooksey;Stephen Tobolowsky;Chris Renaud;Jack Angel;Bob Bergen;John Cygan;Debi Derryberry;Bill Farmer;Jess Harnell;Sherry Lynn;Danny Mann;Mona Marshall;Mickie McGowan;Laraine Newman;Jan Rabson;Claira Nicole Titman;Jim Ward;Fletcher Sheridan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jay Roach ;Mike Myers;Beyoncé Knowles;Seth Green;Michael York;Robert Wagner;Mindy Sterling;Verne Troyer;Michael Caine;Fred Savage;Diane Mizota;Carrie Ann Inaba;Nobu Matsuhisa;Aaron Himelstein;Josh Zuckerman;Eddie Adams;Evan Farmer;Neil Mullarkey;Eric Winzenried;Tommy 'Tiny' Lister;Nichole Hiltz;Jim Piddock;Esther Scott;Leyna Nguyen;Jeannette Charles;Brian Tee;Masi Oka;Kevin Cooney;Clint Howard;Michael McDonald;Donna D'Errico;Fred Stoller;Brad Grunberg;Greg Grunberg;Ren Urano;Big Nate Kanae;Kinga Philipps;Scott Aukerman;John Donovan;Masa Kanome;Hideo Kimura;Hiroshi Otaguro;Kevin Alexander Stea;Linda Kim;Anna Marie Goddard;Nina Kaczorowski;Tammy Vanderpool;Nikki Ziering;Sybil Azur;Nicole Humphries;Susanna Hoffs;Stuart D. Johnson;Matthew Sweet;Patrice Fisher;Timothy Anderson;Faune A. Chambers;Kelly Cooper;R.J. Durell;Shaun Earl;Michelle Elkin;Jennifer Hamilton;Hunter Hamilton;Michael Higgins;Mark Meismer;Mandy Moore;Ayesha Orange;Nathan Prevost;Liz Ramos;Shealan Spencer;Becca Sweitzer;Salvatore Vassallo;Robert Vinson;Amie Barsky;Lina Chmiel;Sharon Ferguson;Trey Knight;Angela Meryl;Brian Richardson;Kimberlee Suerth;Lakisha Swift;Tom Cruise;Gwyneth Paltrow;Kevin Spacey;Danny DeVito;Steven Spielberg;Quincy Jones;Britney Spears;Nathan Lane;Katie Couric;Ozzy Osbourne;Sharon Osbourne;Kelly Osbourne;Jack Osbourne;John Travolta;Burt Bacharach;Rob Lowe;Christopher Ward;Michael Chaturantabut;Gabriel Corbin;Ben Hisoler;Will Holman;Eiji Inoue;Rachel Iverson;Kristen Johnston;Martin Klebba;Carolina Lancaster;Kinsey McLean;Marylee Picciano;Gene Anthony Ray;Tara Rice;Nicole Sciacca;Matt Sergott;Sonny Sison;Michael Sun Lee;Chris Sung;Peter Navy Tuiasosopo;Andreanna Veith;Dan Warner;Shane Zeranski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Zemeckis ;Michael J. Fox;Christopher Lloyd;Lea Thompson;Crispin Glover;Thomas F. Wilson;Claudia Wells;Marc McClure;Wendie Jo Sperber;George DiCenzo;Frances Lee McCain;James Tolkan;J.J. Cohen;Casey Siemaszko;Billy Zane;Harry Waters Jr.;Donald Fullilove;Lisa Freeman;Cristen Kauffman;Elsa Raven;Will Hare;Ivy Bethune;Jason Marin;Katherine Britton;Jason Hervey;Maia Brewton;Courtney Gains;Richard L. Duran;Jeff O'Haco;Johnny Green;Jamie Abbott;Norman Alden;Read Morgan;Sachi Parker;Robert Krantz;Gary Riley;Karen Petrasek;George 'Buck' Flower;Tommy Thomas;Granville 'Danny' Young;David Harold Brown;Lloyd L. Tolbert;Paul Hanson;Lee Brownfield;Robert DeLapp;Walter Scott;Charles L. Campbell;Deborah Harmon;Janine King;Huey Lewis;Tom Tangen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zack Snyder ;Gerard Butler;Lena Headey;Dominic West;David Wenham;Vincent Regan;Michael Fassbender;Tom Wisdom;Andrew Pleavin;Andrew Tiernan;Rodrigo Santoro;Giovani Cimmino;Stephen McHattie;Greg Kramer;Alex Ivanovici;Kelly Craig;Eli Snyder;Tyler Neitzel;Tim Connolly;Marie-Julie Rivest;Sebastian St. Germain;Peter Mensah;Arthur Holden;Michael Sinelnikoff;John Dunn-Hill;Dennis St John;Neil Napier;Dylan Smith;Maurizio Terrazzano;Robert Paradis;Kwasi Songui;Alexandra Beaton;Frédéric Smith;Loucas Minchillo;Nicholas Minchillo;Tom Rack;David Francis;James Bradford;Andrew Shaver;Robin Wilcock;Kent McQuaid;Marcel Jeannin;Jere Gillis;Jeremy Thibodeau;Tyrone Benskin;Robert Maillet;Patrick Sabongui;Leon Laderach;Dave Lapommeray;Vervi Mauricio;Charles Papasoff;Isabelle Champeau;Veronique-Natale Szalankiewicz;Maéva Nadon;David Thibodeau;David Schaap;Jean Michel Paré;Stewart Myiow;Andreanne Ross;Sara Giacalone;Ariadne Bourbonnière;Isabelle Fournel;Sandrine Merette-Attiow;Elisabeth Etienne;Danielle Hubbard;Ruan Vibegaard;Genevieve Guilbault;Bonnie Mak;Amélie Sorel;Caroline Aspirot;Gina Gagnon;Tania Trudell;Stéphanie Aubry;Mercedes Leggett;Stephania Gambaroff;Chanelle Lamothe;Sabrina-Jasmine Guilbault;Manny Cortez Tuazon;Atif Y. Siddiqi;Camille Rizkallah;Trudi Hanley;Neon Cobran;Gary A. Hecker;Devin Delorme;Deke Richards;Marc Trottier;Duy Vo Van;Agnieshka Wnorowska;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Justin Lin ;Vin Diesel;Paul Walker;Jordana Brewster;Tyrese Gibson;Ludacris;Matt Schulze;Sung Kang;Gal Gadot;Tego Calderon;Don Omar;Joaquim de Almeida;Dwayne Johnson;Elsa Pataky;Michael Irby;Fernando Chien;Alimi Ballard;Yorgo Constantine;Geoff Meed;Joseph Melendez;Jeirmarie Osorio;Mark Hicks;Esteban Cueto;Corey Michael Eubanks;Luis Da Silva Jr.;Luis Gonzaga;Carlos Sanchez;Benjamin Blankenship;Pedro García;Arturo Gaskins;Jay Jackson;Arlene Santana;Kent Shocknek;Sharon Tay;Andy Rosa Adler;Kevin W. Clark;Tommy Dallace;Lincoln de Oliveira;Orlando Vargas Diaz;Benjamin Easterday;Antonio Echeverria;Natalie Gal;Randi Lamey;Jerry Lantigua;Eva Mendes;Johnny Michaels;Jason Mignot;Mariselle Morales;William Palmer Jr.;L. Stephanie Ray;Michelle Rodriguez;Ralph Ruiz;Zach Sale;Amanda Salinas;Alex Schoenauer;Gregory Marshall Smith;Melody Smith;Richard Tavernaro;Brian Tester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brad Bird ;Tom Cruise;Paula Patton;Simon Pegg;Jeremy Renner;Michael Nyqvist;Vladimir Mashkov;Samuli Edelmann;Ivan Shvedoff;Anil Kapoor;Léa Seydoux;Josh Holloway;Pavel Kríz;Miraj Grbic;Ilia Volok;Goran Navojec;Pavel Bezdek;Ladislav Beran;Jan Pavel Filipensky;Jiri Kraus;Ales Putik;Tomás Valík;Pavel Cajzl;Randy Hall;Vitaly Kravchenko;Andrej Bestcastnyj;Mike Dopud;Martin Hub;Ivo Novák;Anastasiya Novikova;Marek Dobes;Claudia Vaseková;Brian Caspe;Petra Lustigová;Daniel Clarke;April Stewart;Gina Hirsch;Ghaleb El Saadi;Andreas Wisniewski;Mustafa Al Yassri;Michael Rys;Dmitry Chepovetsky;Dawn Chubai;Nicola Anderson;Keith Dallas;Tammy Hui;David Stuart;Sabrina Morris;Michelle Monaghan;Ali Olomi;Ving Rhames;Tom Wilkinson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
David Dobkin ;Owen Wilson;Vince Vaughn;Christopher Walken;Rachel McAdams;Isla Fisher;Jane Seymour;Ellen Albertini Dow;Keir O'Donnell;Bradley Cooper;Ron Canada;Henry Gibson;Dwight Yoakam;Rebecca De Mornay;David Conrad;Jennifer Alden;Geoff Stults;James McDonnell;Jesse Henecke;Lou Cutell;Sparkle;Frank Ray Perilli;Patricia Place;Chao Li Chi;Norma Michaels;Noel De Souza;Ivana Bozilovic;Camille Anderson;Rachel Sterling;Diora Baird;Ned Schmidtke;Jennifer Massey;Dylan James Turner;Sophia Blouin;Stephen J. Downs;Larry Joe Campbell;Mark Duane Anderson;Irene Roseen;Jules Mandel;Betsy Ames;Carson Elrod;Joshua Wheeler;John G. Pavelec;Charles Kahlenberg;Kathryn Joosten;Karen Miller;Tanaya Nicole;Naureen Zaim;Cindy Taylor;Melanie Hawkins;Summer Altice;Lisa Beach;Lovelynn Vanderhorst;Phyllis Samhaber;O.J. Watson;Al Cerullo;Rita Rani Ahuja;Shawn Barber;Claudia Barroso;Mike Bellesfield;Jed Bernard;Beau Bowden;Jenna Burgland;Steve Carson;James Carville;Robert Randolph Caton;Brandon Cox;Kelly De Sarla;Marc De'Antone;Jewel Donohue;Jonn Faircrest;Will Ferrell;Jeff Fields;Pamela Fischer;Gill Garci;Tony Giammattei;Ina Haybaeck-Rogers;Roopashree Jeevaji;Z.M. Nan Khan;Joe Koons;Brian T. Lynch;Robert Neal Marshall;Amber Matthews;John McCain;Betsy McIntyre;Michael McKennitt;Stephanie Nevin;Brad Newman;Jacob Newman;Laura Orrico;Neil Patil;Libby Pedersen;Paola Perla;Richard Riehle;Carolyn Robertson;Lindsay Schoneweis;Dipendra Sharma;McKenzie Shea;William F. Smith;Steve J. Termath;John H. Tobin;Holly Traister;Debbie Tsamoudakis;Juting Tsang;Schuster Vance;Kelsey Wedeen;Michelle Woods;Rachel Zeskind;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guy Ritchie ;Robert Downey Jr.;Jude Law;Rachel McAdams;Mark Strong;Eddie Marsan;Robert Maillet;Geraldine James;Kelly Reilly;William Houston;Hans Matheson;James Fox;William Hope;Clive Russell;Oran Gurel;David Garrick;Kylie Hutchinson;Andrew Brooke;Tom Watt;John Kearney;Sebastian Abineri;Jonathan Gabriel Robbins;James A. Stephens;Terry Taplin;Bronagh Gallagher;Ed Tolputt;Joe Egan;Jefferson Hall;Miles Jupp;Marn Davies;Andrew Greenough;Ned Dennehy;Martin Ewens;Amanda Grace Johnson;James Greene;David Emmings;Ben Cartwright;Chris Sunley;Michael Jenn;Timothy O'Hara;Guy Williams;Peter Miles;Jonathan Bridge;Sam Creed;Radu Andrei Cucu;James Currie;Jason Daly;Paul J. Dove;Neil Findlater;Kas Graham;Thomas Kadman;Brendan McCoy;Matthew Radway;Robert Stone;John Warman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim Burton ;Johnny Depp;Freddie Highmore;David Kelly;Helena Bonham Carter;Noah Taylor;Missi Pyle;James Fox;Deep Roy;Christopher Lee;Adam Godley;Franziska Troegner;AnnaSophia Robb;Julia Winter;Jordan Fry;Philip Wiegratz;Blair Dunlop;Liz Smith;Eileen Essell;David Morris;Nitin Ganatra;Shelley Conn;Chris Cresswell;Philip Philmar;Tony Kirwood;Todd Boyce;Nayef Rashed;Menis Yousry;Harry Taylor;Hubertus Geller;Francesca Hunt;Garrick Hagon;Kevin Eldon;Mark Heap;Roger Frost;Oscar James;Colette Appleby;Debora Weston;Annette Badland;Steve Hope Wynne;Geoffrey Holder;Kevin Higgins;Robert Boas;Elena Buda;Ray Donn;Danny Elfman;Aiko Horiuchi;Stephen Humby;Jynine James;Sid Karne;Hollie Kemp;Michelle Kernohan;Sara Kirkpatrick;Brigitte Millar;Débora Monteiro;Georgie Smith;Ray Verma;John Warman;Tracy Yarkoni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brad Bird ;Patton Oswalt;Ian Holm;Lou Romano;Brian Dennehy;Peter Sohn;Peter O'Toole;Brad Garrett;Janeane Garofalo;Will Arnett;Julius Callahan;James Remar;John Ratzenberger;Teddy Newton;Tony Fucile;Jake Steinfeld;Brad Bird;Stéphane Roux;Jack Bird;Andrea Boerries;Marco Boerries;Lindsey Collins;Thomas Keller;Brad Lewis;Lori Richardson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
