James Cameron ;Sam Worthington;Zoe Saldana;Sigourney Weaver;Stephen Lang;Michelle Rodriguez;Giovanni Ribisi;Joel David Moore;CCH Pounder;Wes Studi;Laz Alonso;Dileep Rao;Matt Gerald;Sean Anthony Moran;Jason Whyte;Scott Lawrence;Kelly Kilgour;James Patrick Pitt;Sean Patrick Murphy;Peter Dillon;Kevin Dorman;Kelson Henderson;David Van Horn;Jacob Tomuri;Michael Blain-Rozgay;Jon Curry;Julene Renee;Luke Hawker;Woody Schultz;Peter Mensah;Sonia Yee;Jahnel Curfman;Ilram Choi;Kyla Warren;Lisa Roumain;Debra Wilson;Taylor Kibby;Jodie Landau;Chris Mala;Julie Lamm;Cullen B. Madden;Joseph Brady Madden;Frankie Torres;Austin Wilson;Sara Wilson;Tamica Washington-Miller;Lucy Briant;Nathan Meister;Gerry Blair;Matthew Chamberlain;Paul Yates;Wray Wilson;James Gaylyn;Melvin Leno Clark III;Carvon Futrell;Brandon Jelkes;Micah Moch;Hanniyah Muhammad;Christopher Nolen;Christa Oliver;April Marie Thomas;Bravita A. Threatt;Colin Bleasdale;Mike Bodnar;Matt Clayton;Nicole Dionne;Jamie Harrison;Allan Henry;Anthony Ingruber;Ashley Jeffery;Dean Knowsley;Joseph Mika-Hunt;Terry Notary;Kai Pantano;Logan Pithyou;Stuart Pollock;Raja;Gareth Ruck;Rhian Sheehan;T.J. Storm;Jodie Taylor;Alicia Vela-Bailey;Richard Whiteside;Nikie Zambo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joe Dante ;Hoyt Axton;John Louie;Keye Luke;Don Steele;Susan Burgess;Scott Brady;Arnie Moore;Corey Feldman;Harry Carey Jr.;Zach Galligan;Dick Miller;Phoebe Cates;Polly Holliday;Donald Elson;Belinda Balaski;Daniel Llewelyn;Edward Andrews;Judge Reinhold;Lois Foraker;Chuck Jones;Kenny Davis;Frances Lee McCain;Glynn Turman;Nicky Katt;Tracy Wells;John C. Becher;Gwen Willson;Jackie Joseph;Jonathan Banks;Joe Brooks;Jim McKrell;Frank Welker;Howie Mandel;Fred Newman;Mark Dodson;Michael Winslow;Peter Cullen;Bob Bergen;Michael Sheehan;Bob Holt;Mushroom;Adam Bean;Karen Bean;Tom Bergeron;Jerry Goldsmith;Marvin Miller;Dean Rader-Duval;Robby the Robot;William Schallert;Steven Spielberg;Kenneth Tobey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clint Eastwood ;Clint Eastwood;Christopher Carley;Bee Vang;Ahney Her;Brian Haley;Geraldine Hughes;Dreama Walker;Brian Howe;John Carroll Lynch;William Hill;Brooke Chia Thao;Chee Thao;Choua Kue;Scott Eastwood;Xia Soua Chang;Sonny Vue;Doua Moua;Greg Trzaskoma;John Johns;Davis Gloff;Thomas D. Mahard;Cory Hardrict;Nana Gbewonyo;Arthur Cartwright;Austin Douglas Smith;Conor Liam Callaghan;Michael E. Kurowski;Julia Ho;Maykao K. Lytongpao;Carlos Guadarrama;Andrew Tamez-Hull;Ramon Camacho;Antonio Mireles;Ia Vue Yang;Zoua Kue;Elvis Thao;Jerry Lee;Lee Mong Vang;Tru Hang;Alice Lor;Tong Pao Kue;Douacha Ly;Parng D. Yarng;Nelly Yang Sao Yia;Marty Bufalini;My-Ishia Cason-Brown;Clint Ward;Stephen Kue;Rochelle Winter;Claudia Rodgers;Vincent Bonasso;Sean Baligian;Jeffrey Feingold;William C. Fox;Vong Lee;Rio Scafone;Jeffrey Scott Basham;Tony Stef'Ano;Carey Torrice;Kevin Walsh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James L. Brooks ;Jack Nicholson;Helen Hunt;Greg Kinnear;Cuba Gooding Jr.;Skeet Ulrich;Shirley Knight;Yeardley Smith;Lupe Ontiveros;Jill the Dog;Timer the Dog;Billy the Dog;Bibi Osterwald;Ross Bleckner;Bernadette Balagtas;Jaffe Cohen;Laurie Kilpatrick;Alice Vaughn;Brian Doyle-Murray;Kristi Zea;Annie Maginnis Tippe;Patricia Childress;Rebekah Johnson;Missi Pyle;Leslie Stefanson;Tara Subkoff;Shane Black;Peter Jacobson;Lisa Edelstein;Stan Bly;Randall Batinkoff;Jesse James;Jamie Kennedy;Justin Herwick;Maya Rudolph;John F. O'Donohue;David A. Kipper;Mary Elizabeth Still;Chloe Brooks;Cooper Brooks;Sharon L. Alexander;Holly Denys;Lawrence Kasdan;Alison Rose;Kathryn Morris;Wood Harris;Linda Gehringer;Julie Benz;Harold Ramis;Antonia Jones;Kaitlin Hopkins;Jimmy Workman;Danielle Spencer;Todd Solondz;Tom McGowan;Danielle Brisebois;Matt Malloy;Paul Greenberg;Kirk Ringberg;Dave Hawthorne;Alba Albanese;Roger Ferreira;Amy Anzel;Alex Ballar;Joe Beachy;Jason Thomas Campbell;Bronwyn Cornelius;Dunya Djordjevic;Eddie L. Fauria;James Gosnell;Eliza Harris;Maurice LaMarche;Laura Mayes;Nicole Salter;Frank Slaten;Oriana Nicole Tavoularis;Justin Ward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alan Taylor ;Chris Hemsworth;Natalie Portman;Tom Hiddleston;Anthony Hopkins;Christopher Eccleston;Jaimie Alexander;Zachary Levi;Ray Stevenson;Tadanobu Asano;Idris Elba;Rene Russo;Adewale Akinnuoye-Agbaje;Kat Dennings;Stellan Skarsgård;Alice Krige;Clive Russell;Jonathan Howard;Ramone Morgan;Obada Alassadi;Imaan Chentouf;Claire Brown;Henry Calcutt;Ava Estella Caton;Abbie McCann;Thomas Arnold;Sam Swainsbury;Connor Donaghey;Royce Pierreson;Annabel Norbury;Sophie Cosson;Chris O'Dowd;Justin Edwards;Gruffudd Glyn;Richard Brake;Stan Lee;Steve Scott;Brett Tucker;Talulah Riley;Richard Wharton;Leonardo Amato;Alyson Andrews;Russell Balogh;Jason Beeston;Jason Bostridge;Jonathan Brooks;Caleb Campbell;Gary Comerford;Andrew Crayford;Tony Curran;Rydell Danzie;Benicio Del Toro;Chris Evans;Roshawn Franklin;Lana Gautier;Justin G. Gibson;Steven Hack;Ophelia Lovibond;Chris Marchant;Brett R. Miller;Charles Moss;Jimmy Pethrus;Paul J. Porter;Lilian Price;James Michael Rankin;Julian Seager;Graham Shiels;Matthew Skomo;Glen Stanway;Julian Stone;Tom Swacha;Freddie-Joe Twine;Richard Whiten;Bryan Williams;Christian Wolf-La'Moy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Richard Donner ;Mel Gibson;Danny Glover;Joe Pesci;Joss Ackland;Derrick O'Connor;Patsy Kensit;Darlene Love;Traci Wolfe;Steve Kahan;Mark Rolston;Jenette Goldstein;Dean Norris;Juney Smith;Nestor Serrano;Philip Suriano;Grand L. Bush;Tony Carreiro;Damon Hines;Ebonie Smith;Allan Dean Moore;Jack McGee;Paul Tuerpe;Philip Maurice Miller;Sherman Howard;Bruce Young;Guy Mack;Danny Wynands;Pat Skipper;Robert Fol;Virginia Shannon;Dan Ondrejko;Jim Piddock;Kenneth Tigar;Jim Birge;Patrick Cameron;Mary Ellen Trainor;David Marciano;Tommy Hinkley;Norm Wilson;Jeanne McGuire;Catherine Guel;Lionel Douglass;James Oliver;Salim Jaidi;Al Weber Jr.;Edward J. Rosen;Jay Della;Marian Collier;Orlando Bonner;Cynthia Burr;Sam the Dog;Burbank the Cat;Larry Clardy;J. Mills Goodloe;Beau Lotterman;Norman D. Wilson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matthew Vaughn ;James McAvoy;Laurence Belcher;Michael Fassbender;Bill Milner;Kevin Bacon;Rose Byrne;Jennifer Lawrence;Beth Goddard;Morgan Lily;Oliver Platt;Álex González;Jason Flemyng;Zoë Kravitz;January Jones;Nicholas Hoult;Caleb Landry Jones;Edi Gathegi;Corey Johnson;Lucas Till;Demetri Goritsas;Glenn Morshower;Don Creech;Matt Craven;James Remar;Ludger Pistor;Wilfried Hochholdinger;Greg Kolpakchi;Andrei Zayats;Rade Serbedzija;Ray Wise;Michael Medeiros;Olek Krupa;Yuri Naumkin;Gene Farber;David Agranov;Katrine De Candole;James Faulkner;Éva Magyar;Annabelle Wallis;Juan Herrera;Greg Savage;Jarid Faubel;Gregory Cox;Josh Cohen;David Crow;Kieran Patrick Campbell;Sasha Pieterse;Brendan Fehr;Michael Ironside;Jason Beghe;Venya Manzyuk;Tony Curran;Randall Batinkoff;Peter Stark;Leonard Redlich;Carlos Besse Peres;Sean Brown;Neil Fingleton;Marios;Georg Nikoloff;Arthur Darbinyan;Lasco Atkins;Andy Callaghan;Charles L. Campbell;Wayne Degan;Robert Eames;Rebecca Ferdinando;Shaun Gerardo;Corin Grant;Hugh Jackman;Teresa Mahoney;David Joseph Martinez;Rebecca Romijn;Matthew Skomo;Dominika Van Santen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steve Carr ;Kevin James;Keir O'Donnell;Jayma Mays;Raini Rodriguez;Shirley Knight;Stephen Rannazzisi;Peter Gerety;Bobby Cannavale;Adam Ferrara;Jamal Mixon;Adhir Kalyan;Erick Avari;Gary Valentine;Allen Covert;Mike Vallely;Mike Escamilla;Jason Ellis;Jason Packham;Rick Thorne;Victor T. Lopez;Natascha Hopkins;Jackie Sandler;Mookie Barker;Jackie Flynn;Richie Minervini;Brie Hill Arbaugh;Bernie McInerney;Steffiana De La Cruz;Dylan Clark Marshall;Tyler Spindel;Bas Rutten;Teresa Zantua;Dahlia Salem;Zele Avradopoulos;Maria Arcé;Robert Harvey;Billy Concha;Michael Burton;Carl Randall;Carla Antonino;Ruby Wendell;Lindsay MacDonald;Donna Glee Reim;Cindi Alex;Joel Arsenault;Stephanie Atkinson;Amber Baldinelli;Ellen Becker-Gray;William Bornkesell;Brian Bradbury;Jodie Brunelle;Mike Burton;Katelyn Cahill;Patrick Canty;Gio Castellano;Chemi Che-Mponda;Desiree April Connolly;Jeffrey Corazzini;D.W. Cormier;Diane Curran;Kevin DeCoste;Michael DeMello;Hannah Depew;Vincent J. Earnshaw;Suzanne England;Susan Farese;Keith Fluker;Shawn Fogarty;Victor Franko;Sari Gagnon;David J. Garfield;Suzanne Gillies;Albert Gornie;Rob W. Gray;Dane Grigas;Sophya Gudelman;Teresa Haney;Cody Harter;Patrick Mel Hayes;Matt Heron-Duranti;Mark Hetherington;Frankie Imbergamo;Haytham Kandil;Seamus Knight;Ren Knopf;Dan Marshall;Adam Masnyk;Andrew J McGuinness;Todd Mello;Martin Montana;Jason Mulcahy;Ron Murphy;Scott Neufville;Chris Palermo;Aaron J. Patton;Antonia Putiloff;Kathleen Regan;Alan Resnic;Brieann Rich;Michael Rich;Nicholas Rich;Bradley Robinson;Gary Roscoe;Eric Ryan;Steve Scarfo;Cate Smit;Ylian Alfaro Snyder;Jon Robert Stafford;Vyvian B. Stevens;Stream;David Struffolino;Aaron Tourigny;George J. Vezina;Donald Warnock;Jon Warnock;Mike Wendt;G.A. West;Kent R. Williams;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James Cameron ;Arnold Schwarzenegger;Jamie Lee Curtis;Tom Arnold;Bill Paxton;Tia Carrere;Art Malik;Eliza Dushku;Grant Heslov;Charlton Heston;Marshall Manesh;James Allen;Dieter Rauter;Jane Morris;Katsy Chappell;Crystina Wyler;Ofer Samra;Paul Barselou;Charles A. Tamburro;Jean-Claude Parachini;Uzi Gal;Majed Ibrahim;Armen Ksajikian;Mike Akrawi;Mike Cameron;Charles Cragin;Louai Mardini;Gino Salvano;Scott Dotson;Tom Isbell;John Bruno;Joe Abby;Tony De Leon;Mary A. DeBriae;Kim Giancaterino;Al Kamarr;Dave Knight;Takao Komine;Jody Millard;Andre Nirmel;Erik Parillo;Manny Perry;Charlie Picerni;William Shipman;Brian Shotwell;Matt Sigloch;Mark Winn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dean DeBlois ;Daveigh Chase;Chris Sanders;Tia Carrere;David Ogden Stiers;Kevin McDonald;Ving Rhames;Zoe Caldwell;Jason Scott Lee;Kevin Michael Richardson;Susan Hegarty;Amy Hill;Steve Alterman;Emily Anderson;Jack Angel;Bill Asing;Erica Beck;Bob Bergen;Steve Blum;Rodger Bumpass;Cathy Cavadini;Jennifer Darling;Alexandra Deary;John DeMita;Judi M. Durand;Greg Finley;Jeff Fischer;Valerie Flueger Veras;Jess Harnell;Aszur Hill;Barbara Harris;Daamen J. Krall;Todd Kurosawa;Chloe Looper;Mickie McGowan;Kunewa Mook;Courtney Mun;Mary Linda Phillips;Patrick Pinney;Paige Pollack;David Randolph;Noreen Reardon;Debra Rogers;Susan Silo;Kath Soucie;Melanie Spore;Doug Stone;Drew Levi Thomas;Miranda Paige Walls;Karle Warren;Ruth Zalduondo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J.B. Rogers ;Jason Biggs;Shannon Elizabeth;Alyson Hannigan;Chris Klein;Thomas Ian Nicholas;Natasha Lyonne;Tara Reid;Seann William Scott;Mena Suvari;Eddie Kaye Thomas;Chris Owen;Eugene Levy;Molly Cheek;Denise Faye;Lisa Arturo;John Cho;Justin Isfeld;Eli Marienthal;Casey Affleck;George Wyner;Steven Shenbaum;Matthew Peters;Joelle Carter;Matthew Frauman;Larry Drake;Lee Garlington;Tsianina Joelson;Bree Turner;Lacey Beeman;Lisa Gould;Brian Lester;Nigel Gibbs;Ernie Lively;Kevin Cooney;Marilyn Brett;Morgan Nagler;Jack Wallace;Jesse Heiman;JoAnna Garcia Swisher;Serah D'Laine;Nora Zehetner;David Smigelski;Luke Edwards;Adam Brody;Amanda Armato;Nancy Stone;Kevin Kilner;Cole Petersen;Paityn James;Brian Turk;Mike Erwin;Robert Peters;Amara Balthrop-Lewis;Jay Rossi;Joseph D. Reitman;Adam Herz;J.B. Rogers;Brett Shuttleworth;Amanda Wilmshurst;Devon Davidson;Daniel Spink;Tamia Richmond;Rachel Blasko;Laurie Reeves;Derrick Harper;Kelley Schneider;Hallie Bird;Nicole Brunner;Christina Cindrich;Don 'Tex' Clark;Curt Clendenin;Jennifer Coolidge;April Florio;Marc S. Gordon;Victoria Gray;Phil Hawn;Enrique Hernandez;Matt Hobbie;Tara Rice;Marco Sanchez;Elaine Szupello;Jason Tatum;Tadpole Triplett;Clyde Tull;Robert Warnack;Bryan Watkins;Steven Paul Zsenyuk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pierre Morel ;Liam Neeson;Maggie Grace;Leland Orser;Jon Gries;David Warshofsky;Holly Valance;Katie Cassidy;Xander Berkeley;Olivier Rabourdin;Gérard Watkins;Famke Janssen;Marc Amyot;Arben Bajraktaraj;Radivoje Bukvic;Mathieu Busson;Michel Flash;Nicolas Giraud;Rubens Hyka;Camille Japy;Valentin Kalaj;Fani Kolarova;Goran Kostic;Christophe Kourotchkine;Edwin Kruger;Jalil Naciri;Anca Radici;Nathan Rippy;Helena Soubeyrand;Tommy Spahija;Anatole Taubman;Bertrand Treuil;Opender Singh;Christy Reese;George Hertzberg;Nabil Massad;Ivette Gonzalez;Don Abernathy;Sophie Chamoux;Michael Finn;Dan Flood;Katrina Forrest;Jean-Yves Freyburger;Steve Janousek;Sid Karne;Tamara Witmer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
John Pasquin ;Tim Allen;Judge Reinhold;Wendy Crewson;Eric Lloyd;David Krumholtz;Larry Brandenburg;Mary Gross;Paige Tamada;Peter Boyle;Judith Scott;Jayne Eastwood;Melissa King;Bradley Wentworth;Azura Bates;Joshua Satok;Zachary McLemore;Joyce Guy;Lindsay Lupien;Alexandra Petrocci;Jesse Collins;David-Paul Grove;Steve Vinovich;Aimee McIntyre;Tabitha Lupien;Lachlan Murdoch;Dennis O'Connor;David Sparrow;Ron Hartmann;Nic Knight;Scott Wickware;Gene Mack;Brett Moon;Ryan Moon;Jack Newman;Michael Caruana;Micha Jackson;Cody Jones;Kenny Vadas;Brian Reilly;Gordon Masten;Philip Williams;Chris Benson;Laura Catalano;Peter Kosaka;Ivanka Kotalto;Todd Davis;Marc Pichette;John Pasquin;Tony Krolo;Alec Bachlow;Jimmy Labriola;Steve Kosaka;Lawrence Nakamura;Hun Sun Tran;Steve Tsukamoto;Frank Welker;Kerrigan Mahan;Bob Dermer;Nina Keogh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baz Luhrmann ;Amitabh Bachchan;Steve Bisley;Richard Carter;Jason Clarke;Adelaide Clemens;Vince Colosimo;Max Cullen;Mal Day;Elizabeth Debicki;Lisa Adam;Leonardo DiCaprio;Joel Edgerton;Emmanuel Ekwenski;Eden Falk;Isla Fisher;Emily Foreman;Tiger Leacey Wyvill;Charlize Skinner;Garrett William Fountain;David Furlong;Daniel Gill;Iota;Price Johnson;Stephen James King;Goran D. Kleut;Kim Knuckey;Barrie Laws;Mark Lemon;John Maumau;Brendan Maclean;Frank Aldridge;Tobey Maguire;Callan McAuliffe;Ben McIvor;Hamish Michael;Brian Rooney;Kevin McGlothan;Nick Meenahan;Olga Miller;Heather Mitchell;Carey Mulligan;Gus Murray;Kate Mulvany;Barry Otto;John O'Connell;Corey Blake Owers;Tasman Palazzi;Brenton Prince;Bryan Probets;Milan Pulvermacher;Alfred Quinten;Gadir Rajab;Jake Ryan;John Sheerin;Nicholas Simpson;Kasia Stelmach;Nick Tate;Jack Thompson;Kieran van Bunnik;Sylvana Vandertouw;Gemma Ward;Matthew Whittet;Felix Williamson;Bill Young;Nancy Denis;Kahlia Greksa;Karinna Greksa;Natasha Marconi;Jaclyn Seymour;Briden Starr;Charles Bartley;Veronica Beattie;Kane Bonke;Kirby Burgess;Henry Byalikov;Thomas Egan;Danielle Evrat;Ryan Gonzalez;Lyndell Harradine;Sophie Rose Holloway;Michelle Hopper;James May;Zac McAliece;Lara Mulcahy;Mikaela Smith;Alex Stewart;Romina Villafranca;Mitchell Woodcock;Kaylie Yee;Tiana Canterbury;Morgan Choice;Eden Dessalegn;Elenoa Rokobaro;Lisa Viola;Betsy Effie Nkrumah;Thabang Baloyi;Jeff Duff;Erik Anderson;Alison Benstead;Joel Amos Byrnes;Elliott Collinson;Arthur Dignam;Simon Edds;Conor Fogarty;Gareth Hamilton-Foster;Nigel Harbach;Jacek Koman;Alex Lissine;Corey Mills;Stefan Mogel;Emma Mothersdill;Jey Osman;Kai Pantano;Drew Pearson;Chris Proctor;Eddie Ritchard;Alexander Roberts;Roger Adam Smith;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
